employee_id,payroll_month,base_salary,overtime,bonus,tax,net_pay
E000011,2025-09-01,16000,14,500,2972.52,13541.48
E000011,2025-10-01,16000,260,0,2926.8,13333.2
E000011,2025-11-01,16000,323,0,2938.14,13384.86
E000011,2025-12-01,16000,129,0,2903.22,13225.78
E000012,2025-01-01,3000,626,0,652.68,2973.32
E000012,2025-02-01,3000,291,0,592.38,2698.62
E000012,2025-03-01,3000,282,0,590.76,2691.24
E000012,2025-04-01,3000,10,1000,721.8,3288.2
E000012,2025-05-01,3000,549,0,638.82,2910.18
E000012,2025-06-01,3000,22,0,543.96,2478.04
E000012,2025-07-01,3000,301,0,594.18,2706.82
E000012,2025-08-01,3000,217,0,579.06,2637.94
E000012,2025-09-01,3000,209,0,577.62,2631.38
E000012,2025-10-01,3000,622,0,651.96,2970.04
E000012,2025-11-01,3000,682,1000,842.76,3839.24
E000012,2025-12-01,3000,355,1000,783.9,3571.1
E000013,2025-01-01,3000,132,1000,743.76,3388.24
E000013,2025-02-01,3000,126,0,562.68,2563.32
E000013,2025-03-01,3000,603,0,648.54,2954.46
E000013,2025-04-01,3000,50,0,549.0,2501.0
E000013,2025-05-01,3000,295,500,683.1,3111.9
E000013,2025-06-01,3000,778,0,680.04,3097.96
E000013,2025-07-01,3000,612,2000,1010.16,4601.84
E000013,2025-08-01,3000,621,0,651.78,2969.22
E000013,2025-09-01,3000,0,500,630.0,2870.0
E000013,2025-10-01,3000,566,0,641.88,2924.12
E000013,2025-11-01,3000,660,0,658.8,3001.2
E000013,2025-12-01,3000,308,0,595.44,2712.56
E000014,2025-01-01,3000,435,500,708.3,3226.7
E000014,2025-02-01,3000,665,0,659.7,3005.3
E000014,2025-03-01,3000,574,0,643.32,2930.68
E000014,2025-04-01,3000,601,1000,828.18,3772.82
E000014,2025-05-01,3000,385,0,609.3,2775.7
E000014,2025-06-01,3000,474,0,625.32,2848.68
E000014,2025-07-01,3000,528,0,635.04,2892.96
E000014,2025-08-01,3000,762,0,677.16,3084.84
E000014,2025-09-01,3000,663,0,659.34,3003.66
E000014,2025-10-01,3000,179,0,572.22,2606.78
E000014,2025-11-01,3000,160,0,568.8,2591.2
E000014,2025-12-01,3000,62,0,551.16,2510.84
E000015,2025-01-01,3000,665,0,659.7,3005.3
E000015,2025-02-01,3000,468,0,624.24,2843.76
E000015,2025-03-01,3000,83,0,554.94,2528.06
E000015,2025-04-01,3000,147,0,566.46,2580.54
E000015,2025-05-01,3000,475,0,625.5,2849.5
E000015,2025-06-01,3000,359,0,604.62,2754.38
E000015,2025-07-01,3000,768,0,678.24,3089.76
E000015,2025-08-01,3000,214,0,578.52,2635.48
E000015,2025-09-01,3000,722,0,669.96,3052.04
E000015,2025-10-01,3000,669,0,660.42,3008.58
E000015,2025-11-01,3000,428,0,617.04,2810.96
E000015,2025-12-01,3000,143,0,565.74,2577.26
E000016,2025-01-01,12000,17,0,2163.06,9853.94
E000016,2025-02-01,12000,370,0,2226.6,10143.4
E000016,2025-03-01,12000,193,0,2194.74,9998.26
E000016,2025-04-01,12000,112,0,2180.16,9931.84
E000016,2025-05-01,12000,677,500,2371.86,10805.14
E000016,2025-06-01,12000,643,0,2275.74,10367.26
E000016,2025-07-01,12000,54,1000,2349.72,10704.28
E000016,2025-08-01,12000,799,0,2303.82,10495.18
E000016,2025-09-01,12000,161,0,2188.98,9972.02
E000016,2025-10-01,12000,86,2000,2535.48,11550.52
E000016,2025-11-01,12000,799,0,2303.82,10495.18
E000016,2025-12-01,12000,348,0,2222.64,10125.36
E000017,2025-01-01,16000,312,0,2936.16,13375.84
E000017,2025-02-01,16000,442,0,2959.56,13482.44
E000017,2025-03-01,16000,327,0,2938.86,13388.14
E000017,2025-04-01,16000,238,0,2922.84,13315.16
E000017,2025-05-01,16000,50,0,2889.0,13161.0
E000017,2025-06-01,16000,263,0,2927.34,13335.66
E000017,2025-07-01,16000,95,2000,3257.1,14837.9
E000017,2025-08-01,16000,287,500,3021.66,13765.34
E000017,2025-09-01,16000,490,1000,3148.2,14341.8
E000017,2025-10-01,16000,499,0,2969.82,13529.18
E000017,2025-11-01,16000,468,0,2964.24,13503.76
E000017,2025-12-01,16000,6,0,2881.08,13124.92
E000018,2025-01-01,3000,672,0,660.96,3011.04
E000018,2025-02-01,3000,146,0,566.28,2579.72
E000018,2025-03-01,3000,547,0,638.46,2908.54
E000018,2025-04-01,3000,81,500,644.58,2936.42
E000018,2025-05-01,3000,708,0,667.44,3040.56
E000018,2025-06-01,3000,745,500,764.1,3480.9
E000018,2025-07-01,3000,706,0,667.08,3038.92
E000018,2025-08-01,3000,395,500,701.1,3193.9
E000018,2025-09-01,3000,255,0,585.9,2669.1
E000018,2025-10-01,3000,225,500,670.5,3054.5
E000018,2025-11-01,3000,499,2000,989.82,4509.18
E000018,2025-12-01,3000,363,0,605.34,2757.66
E000020,2025-01-01,12000,713,0,2288.34,10424.66
E000020,2025-02-01,12000,58,500,2260.44,10297.56
E000020,2025-03-01,12000,127,0,2182.86,9944.14
E000020,2025-04-01,12000,114,0,2180.52,9933.48
E000020,2025-05-01,12000,520,0,2253.6,10266.4
E000020,2025-06-01,12000,236,0,2202.48,10033.52
E000020,2025-07-01,12000,200,0,2196.0,10004.0
E000020,2025-08-01,12000,234,0,2202.12,10031.88
E000020,2025-09-01,12000,665,0,2279.7,10385.3
E000020,2025-10-01,12000,108,0,2179.44,9928.56
E000020,2025-11-01,12000,74,500,2263.32,10310.68
E000020,2025-12-01,12000,127,0,2182.86,9944.14
E000021,2025-01-01,4500,355,0,873.9,3981.1
E000021,2025-02-01,4500,33,0,815.94,3717.06
E000021,2025-03-01,4500,152,0,837.36,3814.64
E000021,2025-04-01,4500,587,0,915.66,4171.34
E000021,2025-05-01,4500,341,0,871.38,3969.62
E000021,2025-06-01,4500,286,500,951.48,4334.52
E000021,2025-07-01,4500,167,0,840.06,3826.94
E000021,2025-08-01,4500,748,0,944.64,4303.36
E000021,2025-09-01,4500,454,0,891.72,4062.28
E000021,2025-10-01,4500,400,0,882.0,4018.0
E000021,2025-11-01,4500,475,500,985.5,4489.5
E000021,2025-12-01,4500,557,0,910.26,4146.74
E000022,2025-01-01,9000,362,0,1685.16,7676.84
E000022,2025-02-01,9000,692,0,1744.56,7947.44
E000022,2025-03-01,9000,793,0,1762.74,8030.26
E000022,2025-04-01,9000,778,0,1760.04,8017.96
E000022,2025-05-01,9000,511,1000,1891.98,8619.02
E000022,2025-06-01,9000,186,0,1653.48,7532.52
E000022,2025-07-01,9000,226,1000,1840.68,8385.32
E000022,2025-08-01,9000,54,0,1629.72,7424.28
E000022,2025-09-01,9000,757,0,1756.26,8000.74
E000022,2025-10-01,9000,311,0,1675.98,7635.02
E000022,2025-11-01,9000,547,0,1718.46,7828.54
E000022,2025-12-01,9000,466,0,1703.88,7762.12
E000023,2025-01-01,3000,490,500,718.2,3271.8
E000023,2025-02-01,3000,506,0,631.08,2874.92
E000023,2025-03-01,3000,481,0,626.58,2854.42
E000023,2025-04-01,3000,449,0,620.82,2828.18
E000023,2025-05-01,3000,712,0,668.16,3043.84
E000023,2025-06-01,3000,640,0,655.2,2984.8
E000023,2025-07-01,3000,615,0,650.7,2964.3
E000023,2025-08-01,3000,38,0,546.84,2491.16
E000023,2025-09-01,3000,497,500,719.46,3277.54
E000023,2025-10-01,3000,171,1000,750.78,3420.22
E000023,2025-11-01,3000,101,0,558.18,2542.82
E000023,2025-12-01,3000,274,0,589.32,2684.68
E000024,2025-01-01,16000,16,1000,3062.88,13953.12
E000024,2025-02-01,16000,496,0,2969.28,13526.72
E000024,2025-03-01,16000,317,1000,3117.06,14199.94
E000024,2025-04-01,16000,338,0,2940.84,13397.16
E000024,2025-05-01,16000,660,500,3088.8,14071.2
E000024,2025-06-01,16000,484,0,2967.12,13516.88
E000024,2025-07-01,16000,709,2000,3367.62,15341.38
E000024,2025-08-01,16000,465,0,2963.7,13501.3
E000024,2025-09-01,16000,654,0,2997.72,13656.28
E000024,2025-10-01,16000,488,1000,3147.84,14340.16
E000024,2025-11-01,16000,46,0,2888.28,13157.72
E000024,2025-12-01,16000,15,1000,3062.7,13952.3
E000025,2025-01-01,6500,793,0,1312.74,5980.26
E000025,2025-02-01,6500,249,0,1214.82,5534.18
E000025,2025-03-01,6500,334,0,1230.12,5603.88
E000025,2025-04-01,6500,136,0,1194.48,5441.52
E000025,2025-05-01,6500,497,0,1259.46,5737.54
E000025,2025-06-01,6500,476,0,1255.68,5720.32
E000025,2025-07-01,6500,371,500,1326.78,6044.22
E000025,2025-08-01,6500,401,0,1242.18,5658.82
E000025,2025-09-01,6500,614,0,1280.52,5833.48
E000025,2025-10-01,6500,158,0,1198.44,5459.56
E000025,2025-11-01,6500,619,0,1281.42,5837.58
E000025,2025-12-01,6500,97,500,1277.46,5819.54
E000026,2025-01-01,4500,170,0,840.6,3829.4
E000026,2025-02-01,4500,182,0,842.76,3839.24
E000026,2025-03-01,4500,38,0,816.84,3721.16
E000026,2025-04-01,4500,496,0,899.28,4096.72
E000026,2025-05-01,4500,396,0,881.28,4014.72
E000026,2025-06-01,4500,15,0,812.7,3702.3
E000026,2025-07-01,4500,107,0,829.26,3777.74
E000026,2025-08-01,4500,310,0,865.8,3944.2
E000026,2025-09-01,4500,545,0,908.1,4136.9
E000026,2025-10-01,4500,758,0,946.44,4311.56
E000026,2025-11-01,4500,273,1000,1039.14,4733.86
E000026,2025-12-01,4500,738,0,942.84,4295.16
E000027,2025-01-01,3000,28,500,635.04,2892.96
E000027,2025-02-01,3000,476,0,625.68,2850.32
E000027,2025-03-01,3000,747,0,674.46,3072.54
E000027,2025-04-01,3000,439,0,619.02,2819.98
E000027,2025-05-01,3000,376,500,697.68,3178.32
E000027,2025-06-01,3000,358,0,604.44,2753.56
E000027,2025-07-01,3000,576,0,643.68,2932.32
E000027,2025-08-01,3000,2,0,540.36,2461.64
E000027,2025-09-01,3000,375,0,607.5,2767.5
E000027,2025-10-01,3000,323,0,598.14,2724.86
E000027,2025-11-01,3000,292,0,592.56,2699.44
E000027,2025-12-01,3000,704,1000,846.72,3857.28
E000028,2025-01-01,3000,584,0,645.12,2938.88
E000028,2025-02-01,3000,343,0,601.74,2741.26
E000028,2025-03-01,3000,186,1000,753.48,3432.52
E000028,2025-04-01,3000,60,0,550.8,2509.2
E000028,2025-05-01,3000,379,0,608.22,2770.78
E000028,2025-06-01,3000,439,500,709.02,3229.98
E000028,2025-07-01,3000,343,0,601.74,2741.26
E000028,2025-08-01,3000,225,0,580.5,2644.5
E000028,2025-09-01,3000,563,0,641.34,2921.66
E000028,2025-10-01,3000,583,1000,824.94,3758.06
E000028,2025-11-01,3000,574,0,643.32,2930.68
E000028,2025-12-01,3000,242,0,583.56,2658.44
E000029,2025-01-01,6500,329,0,1229.22,5599.78
E000029,2025-02-01,6500,217,0,1209.06,5507.94
E000029,2025-03-01,6500,505,500,1350.9,6154.1
E000029,2025-04-01,6500,773,500,1399.14,6373.86
E000029,2025-05-01,6500,53,1000,1359.54,6193.46
E000029,2025-06-01,6500,688,0,1293.84,5894.16
E000029,2025-07-01,6500,19,2000,1533.42,6985.58
E000029,2025-08-01,6500,572,0,1272.96,5799.04
E000029,2025-09-01,6500,418,500,1335.24,6082.76
E000029,2025-10-01,6500,61,2000,1540.98,7020.02
E000029,2025-11-01,6500,2,500,1260.36,5741.64
E000029,2025-12-01,6500,780,0,1310.4,5969.6
E000030,2025-01-01,16000,88,0,2895.84,13192.16
E000030,2025-02-01,16000,356,0,2944.08,13411.92
E000030,2025-03-01,16000,616,0,2990.88,13625.12
E000030,2025-04-01,16000,634,0,2994.12,13639.88
E000030,2025-05-01,16000,648,0,2996.64,13651.36
E000030,2025-06-01,16000,737,500,3102.66,14134.34
E000030,2025-07-01,16000,520,0,2973.6,13546.4
E000030,2025-08-01,16000,536,0,2976.48,13559.52
E000030,2025-09-01,16000,225,0,2920.5,13304.5
E000030,2025-10-01,16000,37,0,2886.66,13150.34
E000030,2025-11-01,16000,175,0,2911.5,13263.5
E000030,2025-12-01,16000,453,1000,3141.54,14311.46
E000031,2025-01-01,16000,687,0,3003.66,13683.34
E000031,2025-02-01,16000,592,0,2986.56,13605.44
E000031,2025-03-01,16000,300,0,2934.0,13366.0
E000031,2025-04-01,16000,348,1000,3122.64,14225.36
E000031,2025-05-01,16000,322,0,2937.96,13384.04
E000031,2025-06-01,16000,39,0,2887.02,13151.98
E000031,2025-07-01,16000,748,0,3014.64,13733.36
E000031,2025-08-01,16000,215,500,3008.7,13706.3
E000031,2025-09-01,16000,167,0,2910.06,13256.94
E000031,2025-10-01,16000,570,500,3072.6,13997.4
E000031,2025-11-01,16000,680,0,3002.4,13677.6
E000031,2025-12-01,16000,556,0,2980.08,13575.92
E000032,2025-01-01,6500,169,0,1200.42,5468.58
E000032,2025-02-01,6500,666,500,1379.88,6286.12
E000032,2025-03-01,6500,6,500,1261.08,5744.92
E000032,2025-04-01,6500,556,500,1360.08,6195.92
E000032,2025-05-01,6500,30,500,1265.4,5764.6
E000032,2025-06-01,6500,393,500,1330.74,6062.26
E000032,2025-07-01,6500,436,0,1248.48,5687.52
E000032,2025-08-01,6500,81,500,1274.58,5806.42
E000032,2025-09-01,6500,717,500,1389.06,6327.94
E000032,2025-10-01,6500,523,0,1264.14,5758.86
E000032,2025-11-01,6500,223,0,1210.14,5512.86
E000032,2025-12-01,6500,666,2000,1649.88,7516.12
E000033,2025-01-01,3000,16,0,542.88,2473.12
E000033,2025-02-01,3000,699,0,665.82,3033.18
E000033,2025-03-01,3000,364,500,695.52,3168.48
E000033,2025-04-01,3000,325,0,598.5,2726.5
E000033,2025-05-01,3000,454,0,621.72,2832.28
E000033,2025-06-01,3000,223,500,670.14,3052.86
E000033,2025-07-01,3000,411,0,613.98,2797.02
E000033,2025-08-01,3000,221,500,669.78,3051.22
E000033,2025-09-01,3000,277,1000,769.86,3507.14
E000033,2025-10-01,3000,483,0,626.94,2856.06
E000033,2025-11-01,3000,730,0,671.4,3058.6
E000033,2025-12-01,3000,523,0,634.14,2888.86
E000034,2025-01-01,6500,704,0,1296.72,5907.28
E000034,2025-02-01,6500,119,0,1191.42,5427.58
E000034,2025-03-01,6500,305,2000,1584.9,7220.1
E000034,2025-04-01,6500,686,1000,1473.48,6712.52
E000034,2025-05-01,6500,675,0,1291.5,5883.5
E000034,2025-06-01,6500,380,0,1238.4,5641.6
E000034,2025-07-01,6500,28,0,1175.04,5352.96
E000034,2025-08-01,6500,645,0,1286.1,5858.9
E000034,2025-09-01,6500,458,0,1252.44,5705.56
E000034,2025-10-01,6500,537,0,1266.66,5770.34
E000034,2025-11-01,6500,737,2000,1662.66,7574.34
E000034,2025-12-01,6500,98,0,1187.64,5410.36
E000035,2025-01-01,4500,38,0,816.84,3721.16
E000035,2025-02-01,4500,796,0,953.28,4342.72
E000035,2025-03-01,4500,799,0,953.82,4345.18
E000035,2025-04-01,4500,83,0,824.94,3758.06
E000035,2025-05-01,4500,538,500,996.84,4541.16
E000035,2025-06-01,4500,381,0,878.58,4002.42
E000035,2025-07-01,4500,603,0,918.54,4184.46
E000035,2025-08-01,4500,302,0,864.36,3937.64
E000035,2025-09-01,4500,83,0,824.94,3758.06
E000035,2025-10-01,4500,452,2000,1251.36,5700.64
E000035,2025-11-01,4500,256,0,856.08,3899.92
E000035,2025-12-01,4500,526,0,904.68,4121.32
E000036,2025-01-01,3000,162,0,569.16,2592.84
E000036,2025-02-01,3000,792,0,682.56,3109.44
E000036,2025-03-01,3000,785,500,771.3,3513.7
E000036,2025-04-01,3000,207,0,577.26,2629.74
E000036,2025-05-01,3000,59,0,550.62,2508.38
E000036,2025-06-01,3000,656,0,658.08,2997.92
E000036,2025-07-01,3000,519,500,723.42,3295.58
E000036,2025-08-01,3000,685,0,663.3,3021.7
E000036,2025-09-01,3000,198,0,575.64,2622.36
E000036,2025-10-01,3000,692,1000,844.56,3847.44
E000036,2025-11-01,3000,377,0,607.86,2769.14
E000036,2025-12-01,3000,557,0,640.26,2916.74
E000037,2025-01-01,9000,733,0,1751.94,7981.06
E000037,2025-02-01,9000,272,0,1668.96,7603.04
E000037,2025-03-01,9000,739,0,1753.02,7985.98
E000037,2025-04-01,9000,725,0,1750.5,7974.5
E000037,2025-05-01,9000,116,0,1640.88,7475.12
E000037,2025-06-01,9000,583,0,1724.94,7858.06
E000037,2025-07-01,9000,716,0,1748.88,7967.12
E000037,2025-08-01,9000,788,0,1761.84,8026.16
E000037,2025-09-01,9000,319,0,1677.42,7641.58
E000037,2025-10-01,9000,494,0,1708.92,7785.08
E000037,2025-11-01,9000,543,0,1717.74,7825.26
E000037,2025-12-01,9000,728,500,1841.04,8386.96
E000038,2025-01-01,16000,101,1000,3078.18,14022.82
E000038,2025-02-01,16000,778,0,3020.04,13757.96
E000038,2025-03-01,16000,87,0,2895.66,13191.34
E000038,2025-04-01,16000,587,2000,3345.66,15241.34
E000038,2025-05-01,16000,671,0,3000.78,13670.22
E000038,2025-06-01,16000,309,0,2935.62,13373.38
E000038,2025-07-01,16000,659,0,2998.62,13660.38
E000038,2025-08-01,16000,241,0,2923.38,13317.62
E000038,2025-09-01,16000,1,0,2880.18,13120.82
E000038,2025-10-01,16000,744,0,3013.92,13730.08
E000038,2025-11-01,16000,588,0,2985.84,13602.16
E000038,2025-12-01,16000,102,0,2898.36,13203.64
E000039,2025-01-01,16000,89,0,2896.02,13192.98
E000039,2025-02-01,16000,142,0,2905.56,13236.44
E000039,2025-03-01,16000,427,0,2956.86,13470.14
E000039,2025-04-01,16000,316,0,2936.88,13379.12
E000039,2025-05-01,16000,8,1000,3061.44,13946.56
E000039,2025-06-01,16000,358,0,2944.44,13413.56
E000039,2025-07-01,16000,552,0,2979.36,13572.64
E000039,2025-08-01,16000,263,1000,3107.34,14155.66
E000039,2025-09-01,16000,317,500,3027.06,13789.94
E000039,2025-10-01,16000,110,500,2989.8,13620.2
E000039,2025-11-01,16000,6,0,2881.08,13124.92
E000039,2025-12-01,16000,207,0,2917.26,13289.74
E000040,2025-01-01,12000,313,500,2306.34,10506.66
E000040,2025-02-01,12000,514,0,2252.52,10261.48
E000040,2025-03-01,12000,699,0,2285.82,10413.18
E000040,2025-04-01,12000,11,0,2161.98,9849.02
E000040,2025-05-01,12000,536,500,2346.48,10689.52
E000040,2025-06-01,12000,121,0,2181.78,9939.22
E000040,2025-07-01,12000,749,0,2294.82,10454.18
E000040,2025-08-01,12000,732,500,2381.76,10850.24
E000040,2025-09-01,12000,694,0,2284.92,10409.08
E000040,2025-10-01,12000,593,0,2266.74,10326.26
E000040,2025-11-01,12000,722,0,2289.96,10432.04
E000040,2025-12-01,12000,351,0,2223.18,10127.82
E000041,2025-01-01,9000,58,0,1630.44,7427.56
E000041,2025-02-01,9000,713,0,1748.34,7964.66
E000041,2025-03-01,9000,444,0,1699.92,7744.08
E000041,2025-04-01,9000,206,0,1657.08,7548.92
E000041,2025-05-01,9000,331,0,1679.58,7651.42
E000041,2025-06-01,9000,724,0,1750.32,7973.68
E000041,2025-07-01,9000,23,0,1624.14,7398.86
E000041,2025-08-01,9000,515,0,1712.7,7802.3
E000041,2025-09-01,9000,381,2000,2048.58,9332.42
E000041,2025-10-01,9000,151,0,1647.18,7503.82
E000041,2025-11-01,9000,607,0,1729.26,7877.74
E000041,2025-12-01,9000,249,0,1664.82,7584.18
E000042,2025-01-01,12000,511,0,2251.98,10259.02
E000042,2025-02-01,12000,334,1000,2400.12,10933.88
E000042,2025-03-01,12000,773,0,2299.14,10473.86
E000042,2025-04-01,12000,754,0,2295.72,10458.28
E000042,2025-05-01,12000,245,0,2204.1,10040.9
E000042,2025-06-01,12000,642,0,2275.56,10366.44
E000042,2025-07-01,12000,551,500,2349.18,10701.82
E000042,2025-08-01,12000,736,0,2292.48,10443.52
E000042,2025-09-01,12000,519,0,2253.42,10265.58
E000042,2025-10-01,12000,477,0,2245.86,10231.14
E000042,2025-11-01,12000,525,2000,2614.5,11910.5
E000042,2025-12-01,12000,374,0,2227.32,10146.68
E000043,2025-01-01,9000,552,0,1719.36,7832.64
E000043,2025-02-01,9000,380,0,1688.4,7691.6
E000043,2025-03-01,9000,503,0,1710.54,7792.46
E000043,2025-04-01,9000,83,0,1634.94,7448.06
E000043,2025-05-01,9000,144,0,1645.92,7498.08
E000043,2025-06-01,9000,27,0,1624.86,7402.14
E000043,2025-07-01,9000,228,0,1661.04,7566.96
E000043,2025-08-01,9000,448,500,1790.64,8157.36
E000043,2025-09-01,9000,675,1000,1921.5,8753.5
E000043,2025-10-01,9000,302,0,1674.36,7627.64
E000043,2025-11-01,9000,9,0,1621.62,7387.38
E000043,2025-12-01,9000,269,0,1668.42,7600.58
E000044,2025-01-01,3000,604,0,648.72,2955.28
E000044,2025-02-01,3000,360,0,604.8,2755.2
E000044,2025-03-01,3000,275,0,589.5,2685.5
E000044,2025-04-01,3000,512,0,632.16,2879.84
E000044,2025-05-01,3000,283,0,590.94,2692.06
E000044,2025-06-01,3000,686,0,663.48,3022.52
E000044,2025-07-01,3000,164,500,659.52,3004.48
E000044,2025-08-01,3000,631,500,743.58,3387.42
E000044,2025-09-01,3000,155,500,657.9,2997.1
E000044,2025-10-01,3000,619,0,651.42,2967.58
E000044,2025-11-01,3000,333,0,599.94,2733.06
E000044,2025-12-01,3000,510,0,631.8,2878.2
E000045,2025-01-01,6500,281,0,1220.58,5560.42
E000045,2025-02-01,6500,118,0,1191.24,5426.76
E000045,2025-03-01,6500,484,1000,1437.12,6546.88
E000045,2025-04-01,6500,160,0,1198.8,5461.2
E000045,2025-05-01,6500,205,0,1206.9,5498.1
E000045,2025-06-01,6500,275,2000,1579.5,7195.5
E000045,2025-07-01,6500,215,0,1208.7,5506.3
E000045,2025-08-01,6500,125,1000,1372.5,6252.5
E000045,2025-09-01,6500,305,2000,1584.9,7220.1
E000045,2025-10-01,6500,38,0,1176.84,5361.16
