employee_id,course_name,completion_date,hours,score,mandatory
E000094,Mine Site Safety,2024-11-27,2,62,True
E000040,Mine Site Safety,2019-01-17,8,80,False
E000002,Safety Induction,2020-12-17,8,80,True
E000081,Data Privacy,2021-07-15,16,69,True
E000041,Diversity & Inclusion,2023-11-02,2,72,True
E000012,Leadership Basics,2024-05-03,1,95,False
E000035,Data Privacy,2025-05-21,1,62,True
E000065,Safety Induction,2023-03-15,8,83,False
E000055,Safety Induction,2021-11-18,8,85,False
E000045,Mine Site Safety,2023-12-05,8,75,False
E000079,Mine Site Safety,2023-04-19,2,71,True
E000090,Diversity & Inclusion,2018-08-22,2,89,True
E000085,Diversity & Inclusion,2022-05-10,16,84,False
E000062,Leadership Basics,2017-09-02,8,71,True
E000049,Data Privacy,2021-05-29,16,95,True
E000095,Mine Site Safety,2024-01-08,4,68,True
E000025,Safety Induction,2021-07-06,1,67,True
E000023,Data Privacy,2023-05-19,8,99,True
E000024,Safety Induction,2022-07-24,16,93,True
E000038,Diversity & Inclusion,2025-04-15,8,82,False
E000028,Mine Site Safety,2025-07-21,2,99,False
E000021,Diversity & Inclusion,2023-04-03,8,70,False
E000054,Mine Site Safety,2024-04-20,1,76,True
E000018,Mine Site Safety,2026-03-05,2,85,False
E000036,Data Privacy,2025-08-04,16,78,True
E000099,Diversity & Inclusion,2024-08-17,8,90,False
E000045,Data Privacy,2024-07-05,1,97,True
E000073,Mine Site Safety,2024-03-09,1,90,False
E000053,Leadership Basics,2026-02-20,2,64,True
E000030,Safety Induction,2026-04-21,4,92,False
E000060,Data Privacy,2024-10-20,2,74,True
E000098,Leadership Basics,2023-10-16,16,64,True
E000032,Leadership Basics,2024-12-03,2,72,True
E000067,Data Privacy,2026-03-20,16,67,True
E000067,Data Privacy,2025-11-07,8,92,True
E000028,Data Privacy,2024-05-02,16,70,True
E000044,Mine Site Safety,2026-02-28,1,75,True
E000079,Mine Site Safety,2026-04-04,4,85,True
E000041,Mine Site Safety,2020-07-09,4,96,True
E000063,Data Privacy,2020-05-25,2,85,True
E000023,Mine Site Safety,2023-09-18,4,88,False
E000075,Leadership Basics,2022-12-16,1,75,False
E000048,Diversity & Inclusion,2025-03-08,2,67,False
E000032,Mine Site Safety,2024-02-11,1,98,False
E000057,Mine Site Safety,2023-05-30,2,81,False
E000100,Mine Site Safety,2025-10-27,1,96,True
E000033,Diversity & Inclusion,2026-02-25,8,87,True
E000024,Data Privacy,2023-02-03,16,83,False
E000039,Leadership Basics,2026-01-16,4,81,True
E000034,Safety Induction,2023-10-03,16,62,False
E000056,Diversity & Inclusion,2024-01-05,2,95,True
E000028,Data Privacy,2025-10-31,2,60,True
E000037,Diversity & Inclusion,2026-04-06,1,62,True
E000007,Diversity & Inclusion,2025-03-19,4,94,False
E000068,Data Privacy,2025-03-26,2,73,True
E000037,Diversity & Inclusion,2024-06-16,8,88,True
E000056,Data Privacy,2025-07-04,2,63,False
E000065,Safety Induction,2023-05-21,2,85,False
E000065,Mine Site Safety,2025-12-20,2,70,False
E000047,Diversity & Inclusion,2023-04-07,2,60,True
E000020,Leadership Basics,2022-08-11,16,100,False
E000019,Diversity & Inclusion,2024-03-31,4,80,True
E000029,Leadership Basics,2018-11-15,4,78,True
E000074,Leadership Basics,2025-10-26,16,80,False
E000060,Leadership Basics,2025-03-15,8,74,True
E000018,Diversity & Inclusion,2026-04-08,16,67,True
E000092,Data Privacy,2020-07-07,8,86,True
E000035,Data Privacy,2022-02-17,16,60,True
E000043,Data Privacy,2025-08-24,16,95,False
E000095,Leadership Basics,2023-03-23,8,62,True
E000091,Safety Induction,2021-11-27,16,82,False
E000011,Diversity & Inclusion,2024-02-08,1,65,True
E000049,Leadership Basics,2024-10-04,16,79,True
E000038,Data Privacy,2023-02-27,8,87,True
E000064,Data Privacy,2025-07-29,8,100,False
E000069,Leadership Basics,2026-07-03,2,89,True
E000008,Safety Induction,2024-02-07,4,73,True
E000034,Data Privacy,2023-09-14,8,98,True
E000048,Diversity & Inclusion,2024-01-11,16,67,False
E000056,Data Privacy,2025-09-22,2,69,True
E000076,Leadership Basics,2024-08-05,1,76,False
E000065,Leadership Basics,2019-10-07,1,76,True
E000031,Mine Site Safety,2020-09-14,1,80,True
E000004,Safety Induction,2020-06-22,1,84,True
E000050,Safety Induction,2025-09-18,1,83,True
E000069,Data Privacy,2022-12-29,1,82,True
E000030,Diversity & Inclusion,2022-09-27,1,76,True
E000088,Safety Induction,2024-05-20,16,68,True
E000059,Mine Site Safety,2022-08-20,8,62,True
E000067,Safety Induction,2024-10-26,8,60,True
E000075,Leadership Basics,2020-10-24,8,91,True
E000045,Mine Site Safety,2024-11-12,2,78,False
E000004,Data Privacy,2017-10-02,2,92,False
E000026,Diversity & Inclusion,2025-11-09,8,83,False
E000027,Data Privacy,2021-10-22,1,92,False
E000046,Data Privacy,2025-03-26,16,60,True
E000064,Diversity & Inclusion,2026-04-20,4,78,True
E000091,Data Privacy,2023-01-01,4,69,False
E000051,Mine Site Safety,2019-11-07,8,82,True
E000050,Data Privacy,2025-02-25,1,96,True
E000006,Data Privacy,2024-10-16,2,75,False
E000059,Data Privacy,2023-09-13,2,75,True
E000015,Safety Induction,2022-08-31,1,71,True
E000030,Data Privacy,2025-05-10,16,86,True
E000042,Safety Induction,2019-10-13,16,87,True
E000037,Data Privacy,2022-11-18,1,100,False
E000042,Diversity & Inclusion,2025-09-30,4,61,True
E000035,Mine Site Safety,2021-08-29,1,72,False
E000087,Data Privacy,2025-12-24,16,79,True
E000006,Leadership Basics,2025-12-27,2,100,False
E000068,Leadership Basics,2024-03-16,16,69,True
E000018,Leadership Basics,2026-06-02,16,87,True
E000073,Diversity & Inclusion,2024-09-04,2,85,True
E000029,Safety Induction,2025-02-14,4,71,True
E000077,Data Privacy,2024-05-06,2,93,True
E000059,Leadership Basics,2023-11-13,8,83,False
E000047,Leadership Basics,2022-12-02,4,98,True
E000017,Mine Site Safety,2025-10-09,4,100,True
E000096,Mine Site Safety,2025-09-10,4,79,True
E000022,Leadership Basics,2026-06-06,16,93,False
E000068,Data Privacy,2024-05-31,2,68,False
E000069,Safety Induction,2025-09-23,4,95,True
E000037,Leadership Basics,2025-07-01,16,63,False
E000049,Leadership Basics,2023-11-12,1,69,True
E000013,Data Privacy,2020-11-11,4,80,True
E000034,Mine Site Safety,2024-05-13,2,89,False
E000086,Mine Site Safety,2026-05-09,1,63,False
E000053,Safety Induction,2023-04-07,8,78,False
E000087,Mine Site Safety,2025-10-21,1,91,False
E000051,Safety Induction,2018-12-26,2,86,True
E000003,Data Privacy,2024-11-05,8,80,False
E000042,Mine Site Safety,2024-02-09,8,88,True
E000098,Data Privacy,2022-09-12,2,78,True
E000032,Safety Induction,2022-09-15,4,100,True
E000051,Mine Site Safety,2022-02-08,16,99,False
E000085,Diversity & Inclusion,2023-01-27,8,92,True
E000046,Diversity & Inclusion,2023-11-21,4,93,True
E000021,Diversity & Inclusion,2020-10-26,2,62,True
E000044,Safety Induction,2026-06-14,4,75,True
E000011,Leadership Basics,2021-03-21,2,97,True
E000068,Mine Site Safety,2024-10-05,4,72,False
E000001,Data Privacy,2026-02-15,2,97,False
E000092,Data Privacy,2023-07-28,4,76,False
E000063,Data Privacy,2024-08-05,1,98,True
E000024,Mine Site Safety,2023-10-23,1,96,False
E000099,Data Privacy,2025-03-11,16,61,True
E000013,Data Privacy,2022-01-20,4,97,True
E000098,Mine Site Safety,2022-11-30,2,96,False
E000011,Leadership Basics,2023-02-04,2,81,False
E000100,Leadership Basics,2024-07-08,1,72,True
E000051,Diversity & Inclusion,2020-08-07,4,83,False
E000017,Safety Induction,2020-01-26,4,73,True
E000099,Safety Induction,2024-04-21,1,97,True
E000082,Diversity & Inclusion,2018-11-14,16,69,False
E000086,Leadership Basics,2025-09-03,4,79,True
E000024,Mine Site Safety,2021-05-30,16,60,True
E000019,Mine Site Safety,2026-02-25,4,82,True
E000037,Diversity & Inclusion,2026-04-30,2,83,False
E000085,Diversity & Inclusion,2022-04-14,8,98,True
E000008,Safety Induction,2023-04-24,16,68,True
E000028,Diversity & Inclusion,2026-01-10,4,98,True
E000005,Diversity & Inclusion,2021-06-27,2,82,False
E000017,Data Privacy,2021-07-10,1,81,True
E000036,Diversity & Inclusion,2026-03-27,16,91,False
E000019,Diversity & Inclusion,2026-01-23,1,99,False
E000064,Diversity & Inclusion,2025-11-26,8,77,True
E000091,Safety Induction,2022-05-27,1,91,False
E000098,Leadership Basics,2025-06-22,2,95,True
E000011,Leadership Basics,2023-02-12,8,70,True
E000054,Data Privacy,2021-04-11,8,83,True
E000045,Diversity & Inclusion,2024-12-31,1,92,True
E000047,Data Privacy,2025-07-27,4,69,True
E000012,Leadership Basics,2026-02-13,1,88,True
E000021,Data Privacy,2025-12-12,16,60,True
E000011,Diversity & Inclusion,2023-09-21,1,88,True
E000092,Leadership Basics,2024-01-09,1,66,True
E000005,Leadership Basics,2022-10-13,1,62,True
E000081,Safety Induction,2020-01-21,16,60,True
E000056,Safety Induction,2025-02-28,4,84,False
E000020,Data Privacy,2023-08-05,16,91,False
E000041,Safety Induction,2023-12-31,8,68,True
E000046,Safety Induction,2023-12-23,16,81,False
E000012,Data Privacy,2023-09-27,8,100,True
E000070,Diversity & Inclusion,2026-03-19,4,78,False
E000017,Diversity & Inclusion,2025-05-04,4,70,True
E000019,Safety Induction,2025-09-06,2,61,True
E000026,Mine Site Safety,2025-12-31,1,99,False
E000048,Mine Site Safety,2023-10-11,8,77,True
E000052,Diversity & Inclusion,2025-12-28,8,88,True
E000096,Diversity & Inclusion,2026-03-10,4,78,True
E000070,Data Privacy,2025-10-03,8,70,False
E000055,Data Privacy,2022-12-17,4,89,True
E000100,Safety Induction,2023-12-11,1,87,True
E000075,Leadership Basics,2023-04-09,16,74,True
E000033,Mine Site Safety,2024-09-22,1,96,True
E000062,Leadership Basics,2024-10-10,8,76,True
E000088,Data Privacy,2024-09-16,8,88,True
E000023,Mine Site Safety,2026-04-09,1,87,True
E000015,Leadership Basics,2025-03-02,1,75,False
E000027,Data Privacy,2017-10-20,16,85,False
E000075,Diversity & Inclusion,2017-08-03,16,81,False
E000064,Mine Site Safety,2026-03-24,2,72,False
E000081,Data Privacy,2019-12-17,1,99,True
E000051,Leadership Basics,2023-04-05,8,69,True
E000053,Safety Induction,2020-05-07,2,61,True
E000078,Data Privacy,2023-10-22,2,82,False
E000091,Safety Induction,2023-03-28,1,62,False
E000082,Diversity & Inclusion,2023-10-30,1,89,True
E000092,Mine Site Safety,2021-06-29,16,72,False
E000051,Leadership Basics,2018-11-29,16,74,False
E000047,Mine Site Safety,2017-06-12,2,96,False
E000004,Safety Induction,2021-11-05,8,67,True
E000007,Diversity & Inclusion,2025-07-24,16,91,True
E000035,Diversity & Inclusion,2021-07-18,8,65,True
E000048,Data Privacy,2025-12-08,16,66,False
E000073,Leadership Basics,2024-10-31,2,67,True
E000072,Diversity & Inclusion,2025-03-07,4,79,False
E000045,Diversity & Inclusion,2026-04-14,4,91,False
E000081,Data Privacy,2026-01-22,16,86,True
E000081,Diversity & Inclusion,2024-08-04,16,94,True
E000097,Data Privacy,2025-12-17,16,70,True
E000096,Mine Site Safety,2024-12-23,16,94,True
E000072,Leadership Basics,2024-10-23,1,91,True
E000019,Data Privacy,2025-04-19,2,94,False
E000063,Diversity & Inclusion,2020-09-09,16,69,True
E000038,Mine Site Safety,2018-08-11,16,88,False
E000067,Data Privacy,2025-10-17,2,69,True
E000059,Safety Induction,2023-02-01,8,78,False
E000069,Data Privacy,2020-05-15,2,87,True
E000013,Data Privacy,2025-03-06,16,80,False
E000047,Mine Site Safety,2026-05-27,1,79,False
E000061,Data Privacy,2023-01-17,4,77,True
E000031,Leadership Basics,2022-03-02,4,80,True
E000080,Safety Induction,2023-07-31,4,84,True
E000096,Leadership Basics,2024-06-21,4,60,True
E000022,Mine Site Safety,2025-10-27,1,74,True
E000093,Leadership Basics,2024-07-30,1,88,False
E000086,Leadership Basics,2026-02-06,8,92,True
E000043,Data Privacy,2025-11-13,8,99,False
E000067,Data Privacy,2025-04-14,8,85,True
E000054,Diversity & Inclusion,2023-07-10,2,96,False
E000010,Leadership Basics,2022-05-15,8,85,False
E000042,Mine Site Safety,2026-06-02,4,81,False
E000064,Diversity & Inclusion,2025-10-01,2,89,False
E000021,Mine Site Safety,2020-09-12,8,75,False
E000080,Data Privacy,2021-03-22,16,86,False
E000076,Safety Induction,2025-04-16,4,79,True
E000066,Safety Induction,2024-08-13,1,67,False
E000041,Diversity & Inclusion,2023-07-25,8,98,True
E000024,Mine Site Safety,2020-07-15,1,76,False
E000035,Diversity & Inclusion,2025-12-20,4,70,False
E000056,Mine Site Safety,2024-01-19,2,93,True
E000030,Leadership Basics,2025-12-30,2,91,True
E000057,Diversity & Inclusion,2023-11-12,8,62,False
E000094,Safety Induction,2025-06-11,8,82,False
E000047,Diversity & Inclusion,2024-03-01,8,69,True
E000035,Safety Induction,2025-09-11,8,72,True
E000019,Diversity & Inclusion,2022-07-29,2,81,False
E000008,Leadership Basics,2024-06-29,2,90,True
E000026,Mine Site Safety,2026-04-06,16,97,False
